ThongTinID	TongDiem
BD1213754		49.5
BD1213755		29.55
BD1213756		44.95
BD1213757		33.55
BD1213758		32.55
BD1213759		41.3
BD1213760		53.85
BD1213761		35.45
BD1213762		27.85
BD1213763		24.2
BD1213764		33.2
BD1213765		34.1
BD1213766		35.4
BD1213767		27.25
BD1213768		32.9
BD1213769		16.45
BD1213770		27.85
BD1213771		36.6
BD1213772		13
BD1213773		39.6
BD1213774		31.2
BD1213775		28.05
BD1213776		36.5
BD1213777		46.15
BD1213778		42.45
BD1213779		37.45
BD1213780		25.4
BD1213781		37.6
BD1213782		30.3
BD1213783		25.7
BD1213784		32.8
BD1213785		41.2
BD1213786		28.9
BD1213787		32.65
BD1213788		23.45
BD1213789		39.55
BD1213790		33.75
BD1213791		31.95
BD1213792		35.45
BD1213793		35.55
BD1213794		49.45
BD1213795		31.35
BD1213796		33.35
BD1213797		43.35
BD1213798		37.8
BD1213799		37.7
BD1213800		44.6
BD1213801		39.15
BD1213802		22.1
BD1213803		22.25
BD1213804		31.15
BD1213805		31.3
BD1213806		43.65
BD1213807		27
BD1213808		31.9
BD1213809		33
BD1213810		32.1
BD1213811		32.3
BD1213812		27.95
BD1213813		31.9
BD1213814		37.1
BD1213815		39.35
BD1213816		38.3
BD1213817		32.5
BD1213818		37.5
BD1213819		24.45
BD1213820		34.15
BD1213821		27.9
BD1213822		34.3
BD1213823		37.25
BD1213824		22.45
BD1213825		50.4
BD1213826		41.4
BD1213827		36.1
BD1213828		29.75
BD1213829		31.25
BD1213830		33.4
BD1213831		36.3
BD1213832		41.75
BD1213833		42.7
BD1213834		36.15
BD1213835		28.65
BD1213836		23
BD1213837		30.7
BD1213838		40.7
BD1213839		33.4
BD1213840		25.9
BD1213841		40.4
BD1213842		31.15
BD1213843		38.8
BD1213844		36.25
BD1213845		38.1
BD1213846		31.65
BD1213847		36.5
BD1213848		37
BD1213849		37.45
BD1213850		20.35
BD1213851		29.65
BD1213852		40.65
BD1213853		39.25
BD1213854		31.4
BD1213855		34.75
BD1213856		30.55
BD1213857		36.15
BD1213858		23.95
BD1213859		31.95
BD1213860		28.65
BD1213861		29.85
BD1213862		30.2
BD1213863		20.5
BD1213864		33.9
BD1213865		28.25
BD1213866		46.55
BD1213867		39.95
BD1213868		36.4
BD1213869		40.6
BD1213870		39.65
BD1213871		26.7
BD1213872		31.05
BD1213873		5.5
BD1213874		29.8
BD1213875		36.9
BD1213876		40.7
BD1213877		28.85
BD1213878		38.15
BD1213879		26.5
BD1213880		31.9
BD1213881		38.2
BD1213882		33.75
BD1213883		40.7
BD1213884		34.7
BD1213885		28.6
BD1213886		33.3
BD1213887		33.1
BD1213888		27.55
BD1213889		42.15
BD1213890		29.65
BD1213891		38.05
BD1213892		36.35
BD1213893		33.75
BD1213894		28.85
BD1213895		31.9
BD1213896		43.3
BD1213897		37.25
BD1213898		33.15
BD1213899		40.95
BD1213900		36.45
BD1213901		40.55
BD1213902		33.05
BD1213903		40.95
BD1213904		32.5
BD1213905		39.35
BD1213906		25.3
BD1213907		56.25
BD1213908		29.15
BD1213909		25.65
BD1213910		37.35
BD1213911		26.75
BD1213912		29.5
BD1213913		43.85
BD1213914		41.6
BD1213915		30.85
BD1213916		38.9
BD1213917		30
BD1213918		32.85
BD1213919		36.1
BD1213920		28.15
BD1213921		38.95
BD1213922		43.05
BD1213923		20.7
BD1213924		28.6
BD1213925		9.7
BD1213926		20.8
BD1213927		37.2
BD1213928		34.8
BD1213929		37.2
BD1213930		29.7
BD1213931		30.25
BD1213932		29.75
BD1213933		37.15
BD1213934		18.65
BD1213935		33.35
BD1213936		39.55
BD1213937		31.25
BD1213938		29.5
BD1213939		39.75
BD1213940		30.9
BD1213941		27
BD1213942		42.95
BD1213943		44
BD1213944		27.6
BD1213945		35.2
BD1213946		36.2
BD1213947		40.2
BD1213948		31.6
BD1213949		31.65
BD1213950		28.3
BD1213951		39.6
BD1213952		39.65
BD1213953		30.7
BD1213954		36.65
BD1213955		34.6
BD1213956		36.25
BD1213957		42.75
BD1213958		35
BD1213959		43.75
BD1213960		33.25
BD1213961		29.2
BD1213962		35.3
BD1213963		33.8
BD1213964		32.75
BD1213965		39.95
BD1213966		42.5
BD1213967		43.3
BD1213968		35.45
BD1213969		37.5
BD1213970		31.9
BD1213971		39
BD1213972		29.75
BD1213973		26.3
BD1213974		7.95
BD1213975		27.1
BD1213976		37.85
BD1213977		31.75
BD1213978		29.45
BD1213979		31.9
BD1213980		32.75
BD1213981		26.95
BD1213982		31.2
BD1213983		37.05
BD1213984		46.85
BD1213985		28.65
BD1213986		30.1
BD1213987		35
BD1213989		46.35
BD1213990		29.3
BD1213991		27.9
BD1213992		34.35
BD1213993		35.6
BD1213994		28.85
BD1213995		39.2
BD1213996		36.05
BD1213997		34.25
BD1213998		26
BD1213999		32.6
BD1214000		31.1
BD1214001		37.9
BD1214002		25.95
BD1214003		33.95
BD1214004		30.75
BD1214005		38.75
BD1214006		50.15
BD1214007		29.95
BD1214008		29.75
BD1214009		31.35
BD1214010		30.85
BD1214011		34
BD1214012		33.55
BD1214013		17.7
BD1214014		37.65
BD1214015		44
BD1214016		47.4
BD1214017		34.35
BD1214018		30.8
BD1214019		29.9
BD1214020		32.8
BD1214021		31.65
BD1214022		40.85
BD1214023		35.1
BD1214024		36.8
BD1214025		40.1
BD1214026		25.35
BD1214027		26.5
BD1214028		34.85
BD1214029		32.75
BD1214030		38.6
BD1214031		27.95
BD1214032		21.4
BD1214033		32.65
BD1214034		37.1
BD1214035		33.65
BD1214036		45.95
BD1214037		24.4
BD1214038		40.35
BD1214039		31.1
BD1214040		35.4
BD1214041		46.6
BD1214042		41.8
BD1214043		38.4
BD1214044		35.65
BD1214045		26.25
BD1214046		16.3
BD1214047		49
BD1214048		36.2
BD1214049		46.85
BD1214050		27.95
BD1214051		32.65
BD1214052		36.2
BD1214053		28.9
BD1214054		32.65
BD1214055		37
BD1214056		41.15
BD1214057		41.25
BD1214058		39.4
BD1214059		27.85
BD1214060		36.45
BD1214061		30.05
BD1214062		31.3
BD1214063		25.1
BD1214064		39.15
BD1214065		35.7
BD1214066		42.8
BD1214067		31.35
BD1214068		31.7
BD1214069		27.1
BD1214070		34.1
BD1214071		27.6
BD1214072		39
BD1214073		36.95
BD1214074		42.35
BD1214075		40.35
BD1214076		41.55
BD1214077		39.3
BD1214078		40.75
BD1214079		43.35
BD1214080		36.05
BD1214081		37.2
BD1214082		28.9
BD1214083		17.9
BD1214084		36.65
BD1214085		21.8
BD1214086		34.9
BD1214087		49.8
BD1214088		41.35
BD1214089		39.25
BD1214090		40.25
BD1214091		46.5
BD1214092		31.65
BD1214093		23.8
BD1214094		30.95
BD1214095		37.35
BD1214096		14.95
BD1214097		34.4
BD1214098		33.35
BD1214099		34.15
BD1214100		27.65
BD1214101		18.25
BD1214102		40.5
BD1214103		25.6
BD1214104		26.75
BD1214105		43.95
BD1214106		26.1
BD1214107		41.2
BD1214108		26.4
BD1214109		37.95
BD1214110		32.4
BD1214111		44.05
BD1214112		29.2
BD1214113		27.35
BD1214114		30.6
BD1214115		37.6
BD1214116		31
BD1214117		41.2
BD1214118		21.25
BD1214119		22.15
BD1214120		29.9
BD1214121		28.9
BD1214122		38.45
BD1214123		45.3
BD1214124		26.75
BD1214125		33.5
BD1214126		17.75
BD1214127		32.55
BD1214128		25.6
BD1214129		36.9
BD1214130		28.55
BD1214131		28.35
BD1214132		34.85
BD1214133		28.1
BD1214134		23.7
BD1214135		46.25
BD1214136		33
BD1214137		29.8
BD1214138		41.8
BD1214139		36.05
BD1214140		25.45
BD1214141		31.05
BD1214142		18.55
BD1214143		31.15
BD1214144		27.5
BD1214145		34.55
BD1214146		27.55
BD1214147		41.9
BD1214148		26.6
BD1214149		34.1
BD1214150		27.7
BD1214151		25.85
BD1214152		32.65
BD1214153		33.15
BD1214154		54.85
BD1214155		32.8
BD1214156		31.75
BD1214157		36.7
BD1214158		38
BD1214159		36.5
BD1214160		44.3
BD1214161		37.9
BD1214162		34.75
BD1214163		36.5
BD1214164		34.1
BD1214165		37.45
BD1214166		61.85
BD1214167		38.8
BD1214168		41.7
BD1214169		37.85
BD1214170		31.75
BD1214171		29
BD1214172		34.4
BD1214173		28.3
BD1214174		41.65
BD1214175		41.55
BD1214176		21.95
BD1214177		40.45
BD1214178		31.2
BD1214179		35.1
BD1214180		22.75
BD1214181		27
BD1214182		38.9
BD1214183		41.5
BD1214184		34.95
BD1214185		37.85
BD1214186		31.6
BD1214187		36.4
BD1214188		27
BD1214189		29.1
BD1214190		30.8
BD1214191		15.85
BD1214192		45.5
BD1214193		32.3
BD1214194		47.8
BD1214195		43.6
BD1214196		30.65
BD1214197		39.6
BD1214198		25.35
BD1214199		43.9
BD1214200		36.05
BD1214201		30.25
BD1214202		37.7
BD1214203		23.55
BD1214204		30.5
BD1214205		31.75
BD1214206		33.1
BD1214207		32.65
BD1214208		24.8
BD1214209		41.75
BD1214210		36.45
BD1214211		35.6
BD1214212		35.3
BD1214213		30.05
BD1214214		23.15
BD1214215		30.25
BD1214216		32.85
BD1214217		39.9
BD1214218		24
BD1214219		45.95
BD1214220		32.65
BD1214221		34.85
BD1214222		30.25
BD1214223		36.9
BD1214224		35
BD1214225		30.1
BD1214226		30.5
BD1214227		21.2
BD1214228		33.8
BD1214229		34.1
BD1214230		38.5
BD1214231		30.6
BD1214232		38.15
BD1214233		29.45
BD1214234		32.9
BD1214235		24.95
BD1214236		43.5
BD1214237		36.95
BD1214238		40.5
BD1214239		36.2
BD1214240		37.65
BD1214241		38.45
BD1214242		35.75
BD1214243		33.2
BD1214244		31.55
BD1214245		38.6
BD1214246		36.35
BD1214247		39.15
BD1214249		23.05
BD1214250		38.45
BD1214251		31
BD1214252		34
BD1214253		50.4
BD1214254		37.2
BD1214255		38.1
BD1214256		34.65
BD1214257		30.65
BD1214258		52.65
BD1214259		35.2
BD1214260		40.8
BD1214261		30.7
BD1214262		30.2
BD1214263		34.2
BD1214264		34
BD1214265		32.6
BD1214266		35.9
BD1214267		38.8
BD1214268		25.65
BD1214269		35.8
BD1214270		29.9
BD1214271		26.75
BD1214272		33.85
BD1214273		38.5
BD1214274		33.35
BD1214275		32.25
BD1214276		37.1
BD1214277		29.35
BD1214278		29.4
BD1214279		38.6
BD1214280		26.05
BD1214281		32.1
BD1214282		38.85
BD1214283		38.5
BD1214284		36.7
BD1214285		32.25
BD1214286		31.55
BD1214287		28.55
BD1214288		32.2
BD1214289		28.9
BD1214290		34.2
BD1214291		29.6
BD1214292		40.1
BD1214293		40.1
BD1214294		36.85
BD1214295		30
BD1214296		35.6
BD1214297		38.6
BD1214298		28.95
BD1214299		34.1
BD1214300		36.35
BD1214301		39.4
BD1214302		47.15
BD1214303		30.25
BD1214304		30.35
BD1214305		42.4
BD1214306		27.2
BD1214307		39.15
BD1214308		40.6
BD1214309		31.35
BD1214310		30.45
BD1214311		43.85
BD1214312		24.65
BD1214313		29.5
BD1214314		41.35
BD1214315		31.4
BD1214316		25.6
BD1214317		24.75
BD1214318		37.45
BD1214319		37.25
BD1214320		34.25
BD1214321		35.6
BD1214322		31.1
BD1214323		42.15
BD1214324		31.45
BD1214325		36.6
BD1214326		21.4
BD1214327		38.8
BD1214328		28.3
BD1214329		43.95
BD1214330		34.55
BD1214331		24.85
BD1214332		45.9
BD1214333		43.85
BD1214334		28.5
BD1214335		13
BD1214336		29.8
BD1214337		38.4
BD1214338		40
BD1214339		36.8
BD1214340		41.6
BD1214341		41.55
BD1214342		25.5
BD1214343		35.55
BD1214344		40.3
BD1214345		37.1
BD1214346		33.85
BD1214347		30.65
BD1214348		37.25
BD1214349		37.6
BD1214350		23.5
BD1214351		26.75
BD1214352		29.9
BD1214353		42.35
BD1214354		30.85
BD1214355		40.35
BD1214356		35.8
BD1214357		40.35
BD1214358		28.75
BD1214359		36.05
BD1214360		31.85
BD1214361		33.45
BD1214362		33.35
BD1214363		48.6
BD1214364		30.15
BD1214365		53.75
BD1214366		40.6
BD1214367		37.15
BD1214368		42.95
BD1214369		30.7
BD1214370		49.7
BD1214371		26.45
BD1214372		31.3
BD1214373		31.45
BD1214374		39.3
BD1214375		31.7
BD1214376		28.25
BD1214377		38.1
BD1214378		27.65
BD1214379		36
BD1214380		31.4
BD1214381		37.3
BD1214382		33.05
BD1214383		35.95
BD1214384		29.75
BD1214385		33.45
BD1214386		39.25
BD1214387		26.55
BD1214388		33.95
BD1214389		48.8
BD1214390		31.9
BD1214391		32.7
BD1214392		37.2
BD1214393		29.85
BD1214394		35.55
BD1214395		32.2
BD1214396		27.2
BD1214397		27.45
BD1214398		32.9
BD1214399		31.65
BD1214400		31.4
BD1214401		25.75
BD1214402		33.25
BD1214403		25.6
BD1214404		33.25
BD1214405		31.4
BD1214406		40.25
BD1214407		8.75
BD1214408		38.5
BD1214409		55.2
BD1214410		27.8
BD1214411		33.5
BD1214412		34.8
BD1214413		26.65
BD1214414		32.25
BD1214415		57.15
BD1214416		34.6
BD1214417		33.55
BD1214418		29.45
BD1214419		28.75
BD1214420		19.55
BD1214421		31
BD1214422		35.1
BD1214423		35
BD1214424		54.15
BD1214425		29.5
BD1214426		38.35
BD1214427		34.7
BD1214428		37.4
BD1214429		41.45
BD1214430		29.4
BD1214431		31.9
BD1214432		28.2
BD1214433		23.8
BD1214434		32.65
BD1214435		38.5
BD1214436		35.2
BD1214438		33.35
BD1214439		40.25
BD1214440		32.1
BD1214441		37.25
BD1214442		31.35
BD1214443		24
BD1214444		35.3
BD1214445		33.75
BD1214446		41.2
BD1214447		35.35
BD1214448		27.5
BD1214449		29.45
BD1214450		45.55
BD1214451		31.6
BD1214452		38.8
BD1214453		41.55
BD1214454		41.65
BD1214455		32.75
BD1214456		35.3
BD1214457		51
BD1214458		25.8
BD1214459		12.95
BD1214460		28.5
BD1214461		26.2
BD1214462		28.5
BD1214463		39.65
BD1214464		31.6
BD1214465		37.25
BD1214466		38
BD1214467		31.85
BD1214468		32
BD1214469		37.9
BD1214470		27.3
BD1214471		26.5
BD1214472		34.25
BD1214473		35.25
BD1214474		38.4
BD1214475		24.7
BD1214476		28.35
BD1214477		32.5
BD1214478		41.75
BD1214479		40.7
BD1214480		34.05
BD1214481		30.35
BD1214482		36.75
BD1214483		30.65
BD1214484		7.25
BD1214485		42.1
BD1214486		26.7
BD1214487		35.7
BD1214488		39.3
BD1214489		24
BD1214490		33.25
BD1214491		33.9
BD1214492		36.55
BD1214493		35.4
BD1214494		35.9
BD1214495		36.05
BD1214496		38.15
BD1214497		28.7
BD1214498		34.6
BD1214499		37.55
BD1214500		57.35
BD1214501		20.65
BD1214502		36.55
BD1214503		36.2
BD1214504		25.55
BD1214505		37.15
BD1214506		30.7
BD1214507		34.65
BD1214508		37.6
BD1214509		39.7
BD1214510		28.25
BD1214511		47.65
BD1214512		30.3
BD1214513		16.25
BD1214514		37.75
BD1214515		33.8
BD1214516		39.25
BD1214517		35.9
BD1214518		43.35
BD1214519		31.35
BD1214520		45.15
BD1214521		35.15
BD1214522		37.85
BD1214523		51.25
BD1214524		33.05
BD1214525		27.65
BD1214526		21
BD1214527		40.1
BD1214528		25.1
BD1214529		42.9
BD1214530		39.8
BD1214531		31.4
BD1214532		37.6
BD1214533		30.6
BD1214534		34.7
BD1214535		41.2
BD1214536		39.25
BD1214537		27.35
BD1214538		43.3
BD1214539		22.7
BD1214540		33.6
BD1214541		33.5
BD1214542		38.9
BD1214543		35.2
BD1214544		30.45
BD1214545		41
BD1214546		32.1
BD1214547		31.2
BD1214548		36.95
BD1214549		37.35
BD1214550		16.1
BD1214551		36.25
BD1214552		38.2
BD1214553		42.35
BD1214554		38.8
BD1214555		40.2
BD1214556		42.95
BD1214557		32.45
BD1214558		37.1
BD1214559		36.7
BD1214560		30.75
BD1214561		9
BD1214562		33.2
BD1214563		46.45
BD1214564		26.05
BD1214565		43.5
BD1214566		43.6
BD1214567		18.85
BD1214568		42.65
BD1214569		21.65
BD1214570		42.7
BD1214571		35.6
BD1214572		24.2
BD1214573		36.45
BD1214574		37.65
BD1214575		32.4
BD1214576		24
BD1214577		37.25
BD1214578		20.55
BD1214579		32.2
BD1214580		33.2
BD1214581		26.75
BD1214582		32.35
BD1214583		34.55
BD1214584		34.55
BD1214585		38.7
BD1214586		24.65
BD1214587		16.7
BD1214588		36
BD1214589		28.4
BD1214590		29.05
BD1214591		37.55
BD1214592		26.25
BD1214593		34.15
BD1214594		29.4
BD1214595		30.8
BD1214596		33.3
BD1214597		22.55
BD1214598		31.35
BD1214599		35.65
BD1214600		42.85
BD1214601		33.65
BD1214602		26.25
BD1214603		27.55
BD1214604		47.15
BD1214605		34.55
BD1214606		43
BD1214607		22.55
BD1214608		32.45
BD1214609		28.3
BD1214610		38.5
BD1214611		26.95
BD1214612		33.9
BD1214613		13.4
BD1214614		32.6
BD1214615		29.35
BD1214616		38.55
BD1214617		37.4
BD1214618		39
BD1214619		33.95
BD1214620		37.85
BD1214621		36.25
BD1214622		31.5
BD1214623		24.75
BD1214624		39.95
BD1214625		27.5
BD1214626		36.95
BD1214627		18.8
BD1214628		41
BD1214629		25.9
BD1214630		23.8
BD1214631		33.65
BD1214632		30.95
BD1214633		22.3
BD1214634		42.45
BD1214635		38.15
BD1214636		36.15
BD1214637		30.65
BD1214638		26.9
BD1214639		26.4
BD1214640		32.15
BD1214641		32.6
BD1214642		35.1
BD1214643		37.8
BD1214644		34.6
BD1214645		27.3
BD1214646		36
BD1214647		40
BD1214648		38.7
BD1214649		38.15
BD1214650		24.05
BD1214651		45
BD1214652		44.75
BD1214653		40.5
BD1214654		37.1
BD1214655		47.75
BD1214656		34.4
BD1214657		30.6
BD1214658		35.7
BD1214659		14.25
BD1214660		38.5
BD1214661		22.3
BD1214662		31
BD1214663		25.9
BD1214664		53.55
BD1214665		47.95
BD1214666		45.3
BD1214667		38.9
BD1214668		27.95
BD1214669		23.5
BD1214670		24.55
BD1214671		37.25
BD1214672		37
BD1214673		39.9
BD1214674		28.45
BD1214675		41.6
BD1214676		43.55
BD1214677		34.05
BD1214678		33
BD1214679		33.2
BD1214680		34.9
BD1214681		29.05
BD1214682		34.8
BD1214683		22.45
BD1214684		50.35
BD1214685		25.1
BD1214686		33.35
BD1214687		39.25
BD1214688		29.3
BD1214689		39.45
BD1214690		35.65
BD1214691		31.2
BD1214692		32.45
BD1214693		35.85
BD1214694		32.9
BD1214695		25.5
BD1214696		38.15
BD1214697		39.7
BD1214698		28.05
BD1214699		29.6
BD1214700		20.35
BD1214701		38.35
BD1214702		29.5
BD1214703		33.1
BD1214704		29.85
BD1214705		39.65
BD1214706		28.85
BD1214707		31.3
BD1214708		38.4
BD1214709		24.6
BD1214710		35.65
BD1214711		40.5
BD1214712		37.5
BD1214713		28.7
BD1214714		32.35
BD1214715		56.05
BD1214716		32.85
BD1214717		44.1
BD1214718		33.25
BD1214719		41.35
BD1214720		30.65
BD1214721		28.9
BD1214722		32.35
BD1214723		32.8
BD1214724		34.55
BD1214725		32.7
BD1214726		23.65
BD1214727		51.75
BD1214728		27.35
BD1214729		31.6
BD1214730		38.05
BD1214731		40.95
BD1214732		37.1
BD1214733		24.75
BD1214734		38.35
BD1214735		31.25
BD1214736		40.5
BD1214737		14.7
BD1214738		56.95
BD1214739		41.75
BD1214740		36.2
BD1214741		27.8
BD1214742		31.05
BD1214743		28.05
BD1214744		34.1
BD1214745		38.85
BD1214746		33.9
BD1214747		35.85
BD1214748		31.95
BD1214749		27.65
BD1214750		31.65
BD1214751		33.25
BD1214752		35.6
BD1214753		40.7
BD1214754		24.4
BD1214755		26
BD1214756		33.8
BD1214757		32.25
BD1214758		32.5
BD1214759		34.15
BD1214760		23.55
BD1214761		46.4
BD1214762		46
BD1214763		44.3
BD1214764		25.35
BD1214765		29.95
BD1214766		36.4
BD1214767		38.55
BD1214768		33.05
BD1214769		26.35
BD1214770		16.8
BD1214771		32.75
BD1214772		23.3
BD1214773		42.15
BD1214774		28.15
BD1214775		31.75
BD1214776		38.25
BD1214777		25.65
BD1214778		29.8
BD1214779		16.8
BD1214780		26.2
BD1214781		32.8
BD1214782		38.3
BD1214783		31.45
BD1214784		37.15
BD1214785		35.15
BD1214786		25.95
BD1214787		23.45
BD1214788		28.45
BD1214789		37.1
BD1214790		25.65
BD1214791		6.8
BD1214792		28.7
BD1214793		24.1
BD1214794		28.6
BD1214795		26.6
BD1214796		40.6
BD1214797		39.05
BD1214798		30.15
BD1214799		25.8
BD1214800		38.05
BD1214801		35.1
BD1214802		37.65
BD1214803		34.7
BD1214804		23.2
BD1214805		39.5
BD1214806		36.05
BD1214807		39.15
BD1214808		37.1
BD1214809		32.8
BD1214810		37.75
BD1214811		37.6
BD1214812		30.85
BD1214813		34.45
BD1214814		30.2
BD1214815		32.85
BD1214816		30.7
BD1214817		41.05
BD1214818		34.6
BD1214819		30.15
BD1214820		23.25
BD1214821		44
BD1214822		38.35
BD1214823		39.5
BD1214824		32.55
BD1214825		35.3
BD1214826		33.85
BD1214827		25.75
BD1214828		31.45
BD1214829		27
BD1214830		35.55
BD1214831		34.1
BD1214832		17.55
BD1214833		28.8
BD1214834		37.15
BD1214835		36.7
BD1214836		19.4
BD1214837		40.65
BD1214838		33.3
BD1214839		34.5
BD1214840		44.6
BD1214841		36.3
BD1214842		15.8
BD1214843		40.95
BD1214844		37.85
BD1214845		26.35
BD1214846		38.4
BD1214847		7
BD1214848		30.95
BD1214849		18.75
BD1214850		36.8
BD1214851		34
BD1214852		37.4
BD1214853		41.8
BD1214854		40.25
BD1214855		31.9
BD1214856		30.65
BD1214857		35.8
BD1214858		41.4
BD1214859		37.05
BD1214860		38.6
BD1214861		34.15
BD1214862		33.9
BD1214863		26.15
BD1214864		25.1
BD1214865		27.95
BD1214866		35.15
BD1214867		36.45
BD1214868		43.55
BD1214869		28.9
BD1214870		16.75
BD1214871		36.7
BD1214872		28.7
BD1214873		26.95
BD1214874		30.45
BD1214875		47.3
BD1214876		24.75
BD1214877		35.4
BD1214878		34.8
BD1214879		39.7
BD1214880		26.05
BD1214881		45.6
BD1214882		28.35
BD1214883		14.25
BD1214884		38.7
BD1214885		30.2
BD1214886		35.6
BD1214887		32.1
BD1214888		33.3
BD1214889		35.7
BD1214890		34.45
BD1214891		35.7
BD1214892		35.7
BD1214893		40.45
BD1214894		56.65
BD1214895		32.25
BD1214896		47.9
BD1214897		20.2
BD1214898		41.3
BD1214899		35.25
BD1214900		31.3
BD1214901		41.75
BD1214902		30.5
BD1214903		35
BD1214904		36.4
BD1214905		44.45
BD1214906		8.15
BD1214907		32.3
BD1214908		33.15
BD1214909		31.5
BD1214910		46.2
BD1214911		28.4
BD1214912		7.15
BD1214913		33.45
BD1214914		37.95
BD1214915		33.9
BD1214916		36.7
BD1214917		34.55
BD1214918		20.85
BD1214919		29.2
BD1214920		51.1
BD1214921		28.95
BD1214922		56.75
BD1214923		35.65
BD1214924		43.95
BD1214925		38.05
BD1214926		24.4
BD1214927		28.85
BD1214928		29.5
BD1214929		30.65
BD1214930		36.65
BD1214931		52.95
BD1214932		35.3
BD1214933		42.6
BD1214934		24.6
BD1214935		34.5
BD1214936		28.1
BD1214937		31.2
BD1214938		36.05
BD1214939		36.85
BD1214940		41.4
BD1214941		50.1
BD1214942		53.25
BD1214943		34.15
BD1214944		48.9
BD1214945		34.2
BD1214946		39.65
BD1214947		31.55
BD1214948		25.4
BD1214949		38.35
BD1214950		39.2
BD1214951		29.8
BD1214952		29.95
BD1214953		29.3
BD1214954		44.05
BD1214955		34
BD1214956		35.25
BD1214957		39.95
BD1214958		33.65
BD1214959		31.2
BD1214960		28.5
BD1214961		29.75
BD1214962		33.2
BD1214963		38.45
BD1214964		39.7
BD1214965		36.15
BD1214966		37.4
BD1214967		29.25
BD1214968		39.55
BD1214969		31.7
BD1214970		37.05
BD1214971		36.85
BD1214972		45.2
BD1214973		31
BD1214974		27.2
BD1214975		30.7
BD1214976		41.8
BD1214977		26.75
BD1214978		33.7
BD1214979		31.7
BD1214980		28.7
BD1214981		38.85
BD1214982		25.65
BD1214983		28.1
BD1214984		37.25
BD1214985		31.25
BD1214986		37
BD1214987		32.1
BD1214988		41.75
BD1214989		34.4
BD1214990		34.5
BD1214991		23.65
BD1214992		31.95
BD1214993		32.45
BD1214994		31.6
BD1214995		25.45
BD1214996		28.1
BD1214997		36.65
BD1214998		29.9
BD1214999		35.55
BD1215000		43.15
BD1215001		32.7
BD1215002		33.35
BD1215003		33.15
BD1215004		31.8
BD1215005		34.65
BD1215006		39.55
BD1215007		51.1
BD1215008		33.2
BD1215009		39.75
BD1215010		33.5
BD1215011		46.3
BD1215012		36.25
BD1215013		50.95
BD1215014		38.95
BD1215015		33.3
BD1215016		26.75
BD1215017		28.55
BD1215018		33.4
BD1215019		35.2
BD1215020		29.7
BD1215021		39.75
BD1215022		30.65
BD1215023		30.3
BD1215024		28.65
BD1215025		30.4
BD1215026		30.55
BD1215027		37.5
BD1215028		42.8
BD1215029		37.1
BD1215030		25.7
BD1215031		24.8
BD1215032		29.35
BD1215033		37.2
BD1215034		22.25
BD1215035		35.45
BD1215036		36.6
BD1215037		36.1
BD1215038		37.1
BD1215039		37.2
BD1215040		24.85
BD1215041		40.35
BD1215042		37.3
BD1215043		16.1
BD1215044		36.4
BD1215045		29.6
BD1215046		31.85
BD1215047		42.8
BD1215048		39.2
BD1215049		38.6
BD1215050		26.15
BD1215051		32.8
BD1215052		34.65
BD1215053		24.45
BD1215054		32.35
BD1215055		27.75
BD1215056		40.5
BD1215057		33.35
BD1215058		33.1
BD1215059		34.1
BD1215060		49.9
BD1215061		29.5
BD1215062		36.6
BD1215063		39.1
BD1215064		27.2
BD1215065		32.8
BD1215066		31.2
BD1215067		37.55
BD1215068		40.1
BD1215069		35.95
BD1215070		36.45
BD1215071		38.8
BD1215072		23.95
BD1215073		38.8
BD1215074		32.6
BD1215075		38.55
BD1215076		21.4
BD1215077		32.9
BD1215078		28
BD1215079		30.85
BD1215080		41.85
BD1215081		33.4
BD1215082		30.7
BD1215083		33.45
BD1215084		35.9
BD1215085		33.2
BD1215086		34.4
BD1215087		25.15
BD1215088		59.45
BD1215089		44.7
BD1215090		34
BD1215091		32
BD1215092		39
BD1215093		51.85
BD1215094		40.35
BD1215095		30.05
BD1215096		26.2
BD1215097		35.7
BD1215098		39.95
BD1215099		27.35
BD1215100		30.5
BD1215101		34.35
BD1215102		9.95
BD1215103		47.25
BD1215104		30.35
BD1215105		32.75
BD1215106		41.85
BD1215107		32.3
BD1215108		28.8
BD1215109		36.55
BD1215110		40.1
BD1215111		32.5
BD1215112		46.85
BD1215113		32.35
BD1215114		24.3
BD1215115		21.85
BD1215116		41.05
BD1215117		32.15
BD1215118		28.45
BD1215119		33.3
BD1215120		41.85
BD1215121		25.35
BD1215122		32.35
BD1215123		39.1
BD1215124		33.1
BD1215125		27.8
BD1215126		34.45
BD1215127		26.1
BD1215128		52.7
BD1215129		36.7
BD1215130		33.85
BD1215131		33.5
BD1215132		35.05
BD1215133		36.05
BD1215134		45.55
BD1215135		33.85
BD1215136		20.85
BD1215137		30.55
BD1215138		31.3
BD1215139		40.35
BD1215140		35
BD1215141		31.8
BD1215142		28.75
BD1215143		40.95
BD1215144		36.75
BD1215145		34.95
BD1215146		26.1
BD1215147		33.15
BD1215148		29.6
BD1215149		27.65
BD1215150		36.1
BD1215151		22.5
BD1215152		39.3
BD1215153		26.1
BD1215154		34.95
BD1215155		39.15
BD1215156		28.35
BD1215157		40
BD1215158		33.4
BD1215159		33.7
BD1215160		29.75
BD1215161		33
BD1215162		45
BD1215163		33.7
BD1215164		31.85
BD1215165		28.1
BD1215166		37.2
BD1215167		27.95
BD1215168		29.75
